lastName,firstName,positionCode,shootsCatches,heightInInches,weightInPounds,lastAmateurClub,lastAmateurLeague,birthDate,birthCity,birthStateProvince,birthCountry,midtermRank,finalRank,meta_datetime
Tschigerl,Sean,LW,L,72,193,Calgary,WHL,2003-04-11,Whitecourt,AB,CAN,,59,2025-02-23T15:00:46.043416
Ostapchuk,Zack,C,L,75,205,Vancouver,WHL,2003-05-29,St. Albert,AB,CAN,,60,2025-02-23T15:00:46.043416
Chiasson,Jake,RW,R,74,180,Brandon,WHL,2003-05-25,Abbotsford,BC,CAN,,61,2025-02-23T15:00:46.043416
Canonica,Lorenzo,C,L,71,193,LUGANO,SWISS,2003-09-03,Lugano,,CHE,,62,2025-02-23T15:00:46.043416
Grubbe,Jayden,C,R,74,200,Red Deer,WHL,2003-01-12,Calgary,AB,CAN,,63,2025-02-23T15:00:46.043416
Malatesta,James,LW,L,70,191,Quebec,QMJHL,2003-05-31,Montreal,QC,CAN,,64,2025-02-23T15:00:46.043416
Marjala,Viljami,LW,L,73,178,Quebec,QMJHL,2003-01-29,Oulu,,FIN,,65,2025-02-23T15:00:46.043416
Roy,Joshua,LW,L,72,193,Sherbrooke,QMJHL,2003-08-06,Saint-Georges-de-Beauce,QC,CAN,,66,2025-02-23T15:00:46.043416
Mazur,Carter,LW,R,72,170,Tri-City,USHL,2002-03-28,Jackson,MI,USA,,67,2025-02-23T15:00:46.043416
Trudeau,William,D,L,72,189,Charlottetown,QMJHL,2002-10-11,Varennes,QC,CAN,,68,2025-02-23T15:00:46.043416
Gucciardi,David,D,L,73,185,Michigan State U.,BIG10,2002-10-09,Toronto,ON,CAN,,69,2025-02-23T15:00:46.043416
Holmes,Jacob,D,L,74,219,Sault Ste. Marie,OHL,2003-07-04,Alliston,ON,CAN,,70,2025-02-23T15:00:46.043416
Iorio,Vincent,D,R,74,191,Brandon,WHL,2002-11-14,Coquitlam,BC,CAN,,71,2025-02-23T15:00:46.043416
Murchison,Ty,D,L,74,192,USA U-18,NTDP,2003-02-02,Corona,CA,USA,,72,2025-02-23T15:00:46.043416
Hinds,Tyson,D,L,75,188,Rimouski,QMJHL,2003-03-12,Gatineau,QC,CAN,,73,2025-02-23T15:00:46.043416
Roger,Ben,D,R,76,198,London,OHL,2002-11-03,Markham,ON,CAN,,74,2025-02-23T15:00:46.043416
Belliveau,Isaac,D,L,74,181,Gatineau,QMJHL,2002-11-26,Fleurimont,QC,CAN,,75,2025-02-23T15:00:46.043416
Orr,Robert,RW,L,71,180,Halifax,QMJHL,2003-09-01,Montreal,QC,CAN,,76,2025-02-23T15:00:46.043416
Hanzel,Jeremy,D,L,73,201,Seattle,WHL,2003-02-27,Coquitlam,BC,CAN,,77,2025-02-23T15:00:46.043416
Kukkonen,Kyle,C,R,70,175,Maple Grove,HIGH-MN,2002-11-13,Maple Grove,MN,USA,,78,2025-02-23T15:00:46.043416
Matier,Jack,D,R,76,202,Ottawa,OHL,2003-04-08,Sault Ste. Marie,ON,CAN,,79,2025-02-23T15:00:46.043416
Reynolds,Peter,C,L,69,174,,,2003-01-20,Fredericton,NB,CAN,,80,2025-02-23T15:00:46.043416
Lurie,Charlie,LW,L,71,191,NEBRASKA-OMAHA,NCHC,2003-03-11,Minnetonka,MN,USA,,81,2025-02-23T15:00:46.043416
Beck,Jack,RW,L,71,162,Ottawa,OHL,2003-04-12,Richmond Hill,ON,CAN,,82,2025-02-23T15:00:46.043416
Goure,Deni,C,R,70,183,,,2003-07-15,Grande Pointe,ON,CAN,,83,2025-02-23T15:00:46.043416
Tinling,Dovar,C,L,70,179,RPI,ECAC,2003-03-03,Pointe Claire,QC,CAN,,84,2025-02-23T15:00:46.043416
Degrazia,Nick,LW,L,72,186,,,2002-12-03,Thunder Bay,ON,CAN,,85,2025-02-23T15:00:46.043416
Knak,Simon,LW,L,74,198,Portland,WHL,2002-01-27,Kloten,,CHE,,86,2025-02-23T15:00:46.043416
Doan,Josh,RW,R,73,183,Chicago,USHL,2002-02-01,Scottsdale,AZ,USA,,87,2025-02-23T15:00:46.043416
Jordan,Cole,D,L,74,200,Moose Jaw,WHL,2002-09-21,Brandon,MB,CAN,,88,2025-02-23T15:00:46.043416
Mast,Ryan,D,R,77,215,Sarnia,OHL,2003-01-14,Bloomfield Hills,MI,USA,,89,2025-02-23T15:00:46.043416
Wong,Trevor,C,L,68,155,,,2003-05-04,Vancouver,BC,CAN,,90,2025-02-23T15:00:46.043416
Harvey,Jack,C,L,70,175,Chicago,USHL,2003-03-31,Des Moines,IA,USA,,91,2025-02-23T15:00:46.043416
Samson,Ethan,D,R,75,192,Prince George,WHL,2003-08-23,Delta,BC,CAN,,92,2025-02-23T15:00:46.043416
Masters,Kyle,D,R,73,175,Red Deer,WHL,2003-04-09,Edmonton,AB,CAN,,93,2025-02-23T15:00:46.043416
Plandowski,Oscar,D,R,72,199,Charlottetown,QMJHL,2003-05-18,Red Deer,AB,CAN,,94,2025-02-23T15:00:46.043416
Straky,Ethan,D,R,71,178,COLORADO COLLEGE,NCHC,2003-04-18,Walnut Creek,CA,USA,,95,2025-02-23T15:00:46.043416
Nelson,Henry,D,L,74,186,NOTRE DAME,BIG10,2003-03-25,Maple Grove,MN,USA,,96,2025-02-23T15:00:46.043416
Fusco,Matthew,D,R,70,200,DARTMOUTH,ECAC,2003-03-07,Boston,MA,USA,,97,2025-02-23T15:00:46.043416
Mittelstadt,Luke,D,L,71,185,Minnesota,BIG10,2003-01-22,Eden Prairie,MN,USA,,98,2025-02-23T15:00:46.043416
Guryev,Artem,D,L,76,220,Lindsay,OJHL,2003-05-17,Moscow,,RUS,,99,2025-02-23T15:00:46.043416
May,Austen,D,R,70,160,PROVIDENCE,H-EAST,2003-05-19,Woodhaven,MI,USA,,100,2025-02-23T15:00:46.043416
Nadeau,Olivier,RW,R,73,202,Shawinigan,QMJHL,2003-01-15,Lac-Etchemin,QC,CAN,,101,2025-02-23T15:00:46.043416
Bankier,Caedan,C,L,74,190,Kamloops,WHL,2003-01-26,White Rock,BC,CAN,,102,2025-02-23T15:00:46.043416
Kressler,Braeden,C,R,69,170,,,2003-01-05,Kitchener,ON,CAN,,103,2025-02-23T15:00:46.043416
Lockhart,Connor,RW,R,68,171,Erie,OHL,2003-01-21,Ottawa,ON,CAN,,104,2025-02-23T15:00:46.043416
Pederson,Owen,LW,L,75,205,,,2002-03-27,St. Albert,AB,CAN,,105,2025-02-23T15:00:46.043416
Buyalsky,Andrei,C,L,75,190,Dubuque,USHL,2000-08-18,Karaganda,,KAZ,,106,2025-02-23T15:00:46.043416
Voit,Ty,LW,R,70,151,Sarnia,OHL,2003-06-10,Pittsburgh,PA,USA,,107,2025-02-23T15:00:46.043416
Landry,Manix,C,L,71,178,Gatineau,QMJHL,2002-11-23,Salt Lake City,UT,USA,,108,2025-02-23T15:00:46.043416
Palodichuk,Joe,D,L,72,168,WISCONSIN,BIG10,2003-02-26,Cottage Grove,MN,USA,,109,2025-02-23T15:00:46.043416
Lachance,Shane,LW,L,77,218,Junior Bruins,USPHL - NCDC,2003-08-30,Andover,MA,USA,,110,2025-02-23T15:00:46.043416
O'Brien,Jack,C,L,73,170,,,2003-05-14,Denver,CO,USA,,111,2025-02-23T15:00:46.043416
Levandowski,Luke,LW,L,72,163,LAKE SUPERIOR,CCHA,2002-09-26,Burnsville,MN,USA,,112,2025-02-23T15:00:46.043416
Bloom,Josh,LW,L,73,182,Saginaw,OHL,2003-06-08,Oakville,ON,CAN,,113,2025-02-23T15:00:46.043416
McCue,Max,C,L,73,180,London,OHL,2003-02-10,Sudbury,ON,CAN,,114,2025-02-23T15:00:46.043416
Melanson,Jacob,RW,R,72,206,Acadie-Bathurst,QMJHL,2003-04-22,Halifax,NS,CAN,,115,2025-02-23T15:00:46.043416
Gasseau,Andre,C,L,76,209,USA U-18,NTDP,2003-07-03,Garden Grove,CA,USA,,116,2025-02-23T15:00:46.043416
Sward,Graham,D,L,74,195,Spokane,WHL,2003-09-12,Abbotsford,BC,CAN,,117,2025-02-23T15:00:46.043416
Pierce,Joey,D,R,72,208,MINNESOTA-DULUTH,NCHC,2002-10-02,Ely,MN,USA,,118,2025-02-23T15:00:46.043416
McLaughlin,Owen,C,L,72,158,Mount St. Charles,HIGH-RI,2003-03-25,Pheonixville,PA,USA,,119,2025-02-23T15:00:46.043416
Frasca,Jacob,C,L,76,216,,,2003-03-19,Caledon,ON,CAN,,120,2025-02-23T15:00:46.043416
Schimek,Bennett,C,R,72,180,ARIZONA STATE,NCHC,2003-04-15,Mendota Heights,MN,USA,,121,2025-02-23T15:00:46.043416
Arcuri,Francesco,C,L,73,198,Kingston,OHL,2003-06-13,Toronto,ON,CAN,,122,2025-02-23T15:00:46.043416
Legault,Charles-Alexis,D,R,75,208,Quinnipiac,ECAC,2003-09-05,Montreal,QC,CAN,,123,2025-02-23T15:00:46.043416
Gillespie,Ryan,C,R,72,188,CANISIUS,AH,2003-01-31,Toronto,ON,CAN,,124,2025-02-23T15:00:46.043416
St. Louis,Ryan,RW,L,70,170,BROWN,ECAC,2003-06-13,Burlington,VT,USA,,125,2025-02-23T15:00:46.043416
Gilmartin,Liam,LW,L,74,182,USA U-18,NTDP,2003-01-07,Heidelberg,,DEU,,126,2025-02-23T15:00:46.043416
Hayes,Avery,RW,R,70,170,WILKES-BARRE/SCRANTON,AHL,2002-10-10,Westland,MI,USA,,127,2025-02-23T15:00:46.043416
Janicke,Justin,LW,L,71,185,USA U-18,NTDP,2003-06-30,Maple Grove,MN,USA,,128,2025-02-23T15:00:46.043416
Motew,Simon,D,R,72,190,,,2003-03-31,Highland Park,IL,USA,,129,2025-02-23T15:00:46.043416
Kashnikov,Evgenii,D,L,77,200,Gatineau,QMJHL,2002-12-25,Moscow,,RUS,,130,2025-02-23T15:00:46.043416
Enright,Isaac,D,R,72,180,,,2003-02-08,Cobden,ON,CAN,,131,2025-02-23T15:00:46.043416
MacArthur,Bennett,LW,L,72,197,,,2001-01-30,Summerside,PE,CAN,,132,2025-02-23T15:00:46.043416
Luypen,Jalen,C,L,70,155,Edmonton,WHL,2002-06-28,Kelowna,BC,CAN,,133,2025-02-23T15:00:46.043416
Teleguine,Alexander,LW,L,70,190,LAKE SUPERIOR,CCHA,2002-09-17,Boston,MA,USA,,134,2025-02-23T15:00:46.043416
Zito,Pasquale,LW,L,72,175,Windsor,OHL,2003-06-01,Ottawa,ON,CAN,,135,2025-02-23T15:00:46.043416
MacDonald,Cameron,C,L,73,193,Saint John,QMJHL,2003-05-04,Toronto,ON,CAN,,136,2025-02-23T15:00:46.043416
Trenholm,Connor,C,L,72,195,,,2003-08-05,Cole Harbour,NS,CAN,,137,2025-02-23T15:00:46.043416
Burroughs,Ethan,RW,R,70,187,,,2003-06-19,Georgetown,ON,CAN,,138,2025-02-23T15:00:46.043416
Lopina,Joshua,C,R,74,195,U. Mass.,H-EAST,2001-02-16,Chicago,IL,USA,,139,2025-02-23T15:00:46.043416
Berg,Cameron,C,L,72,192,Muskegon,USHL,2002-01-29,West Fargo,ND,USA,,140,2025-02-23T15:00:46.043416
McCleary,Ryan,D,R,74,180,Portland,WHL,2003-09-09,Swift Current,SK,CAN,,141,2025-02-23T15:00:46.043416
Krebs,Dru,D,L,71,182,Medicine Hat,WHL,2003-02-16,Okotoks,AB,CAN,,142,2025-02-23T15:00:46.043416
Sirizzotti,Brenden,RW,R,72,193,,,2003-04-14,Whitby,ON,CAN,,143,2025-02-23T15:00:46.043416
Rickwood,Ellis,C,R,73,190,CLARKSON,ECAC,2002-07-02,Brantford,ON,CAN,,144,2025-02-23T15:00:46.043416
Lajoie,Marc,D,L,78,218,,,2003-05-21,St. Albert,AB,CAN,,145,2025-02-23T15:00:46.043416
Montgomery,Bryce,D,R,76,220,London,OHL,2002-11-12,Washington,DC,USA,,146,2025-02-23T15:00:46.043416
Laatsch,Daniel,D,L,77,182,Sioux City,USHL,2002-02-13,Altoona,WI,USA,,147,2025-02-23T15:00:46.043416
Punnett,Connor,D,L,74,202,,,2003-06-16,North Bay,ON,CAN,,148,2025-02-23T15:00:46.043416
Latimer,Carson,RW,R,74,197,Edmonton,WHL,2003-01-10,White Rock,BC,CAN,,149,2025-02-23T15:00:46.043416
Ertel,Justin,LW,L,73,186,Summerside,MHL,2003-05-27,Kitchener,ON,CAN,,150,2025-02-23T15:00:46.043416
Ciona,Lucas,LW,L,74,220,Seattle,WHL,2003-01-08,Edmonton,AB,CAN,,151,2025-02-23T15:00:46.043416
Brown,Caden,C,L,71,175,OHIO STATE,BIG10,2003-06-22,St. Louis,MO,USA,,152,2025-02-23T15:00:46.043416
Sherk,Lawson,C,L,73,198,,,2003-05-03,Brampton,ON,CAN,,153,2025-02-23T15:00:46.043416
Hardie,James,LW,L,72,183,,,2002-01-18,Barrie,ON,CAN,,154,2025-02-23T15:00:46.043416
Daigle,Nicolas,C,L,68,170,,,2002-09-27,Thetford Mines,QC,CAN,,155,2025-02-23T15:00:46.043416
Calisti,Robert,D,L,70,190,,,2001-01-25,Toronto,ON,CAN,,156,2025-02-23T15:00:46.043416
Tourigny,Miguel,D,R,68,168,Acadie-Bathurst,QMJHL,2002-02-09,Victoriaville,QC,CAN,,157,2025-02-23T15:00:46.043416
Jackson,Kyle,C,L,74,201,North Bay,OHL,2002-10-17,Ottawa,ON,CAN,,158,2025-02-23T15:00:46.043416
Cardwell,Ethan,RW,R,71,193,Barrie,OHL,2002-08-30,Oshawa,ON,CAN,,159,2025-02-23T15:00:46.043416
Swetlikoff,Blake,C,R,72,175,,,2003-05-29,Regina,SK,CAN,,160,2025-02-23T15:00:46.043416
Kozak,Tyson,C,L,71,173,Portland,WHL,2002-12-29,Souris,MB,CAN,,161,2025-02-23T15:00:46.043416
Milne,Michael,LW,L,70,185,Winnipeg,WHL,2002-09-21,Abbotsford,BC,CAN,,162,2025-02-23T15:00:46.043416
Gill-Shane,Ranvir,D,R,74,192,,,2003-06-17,Ottawa,ON,CAN,,163,2025-02-23T15:00:46.043416
Biggar,Zach,D,L,72,190,,,2003-03-01,Summerside,PE,CAN,,164,2025-02-23T15:00:46.043416
Galloway,Tyson,D,L,75,220,Calgary,WHL,2003-01-20,Kamloops,BC,CAN,,165,2025-02-23T15:00:46.043416
Pillar,Josh,RW,R,72,178,Kamloops,WHL,2002-02-14,Warman Sakatchewan,SK,CAN,,166,2025-02-23T15:00:46.043416
Rochette,Theo,C,L,71,172,LAUSANNE,SWISS,2002-02-20,Neuchatel,,CHE,,167,2025-02-23T15:00:46.043416
Kosior,Landon,D,R,71,188,,,2002-08-15,Regina,SK,CAN,,168,2025-02-23T15:00:46.043416
Romeo,Chandler,D,L,77,207,Brantford,GOJHL,2003-07-16,Cambridge,ON,CAN,,169,2025-02-23T15:00:46.043416
Savoie,Charles,RW,L,74,178,,,2003-01-14,Mirabel,QC,CAN,,170,2025-02-23T15:00:46.043416
Michaud,Daniel,C,L,74,185,,,2003-02-14,Welland,ON,CAN,,171,2025-02-23T15:00:46.043416
Rolofs,Stuart,LW,L,74,201,,,2003-03-28,Kitchener,ON,CAN,,172,2025-02-23T15:00:46.043416
Argentina,Matthew,C,R,71,190,NORTHERN MICHIGAN,CCHA,2003-01-16,Philadelphia,PA,USA,,173,2025-02-23T15:00:46.043416
Sop,Matthew,C,L,72,182,IOWA,AHL,2003-02-04,Kitchener,ON,CAN,,174,2025-02-23T15:00:46.043416
Maggio,Matthew,RW,R,71,189,Windsor,OHL,2002-11-25,Windsor,ON,CAN,,175,2025-02-23T15:00:46.043416
Ahrenholz,Cade,RW,R,74,218,ALASKA-FAIRBANKS,IND NCAA,2002-11-30,Burnsville,MN,USA,,176,2025-02-23T15:00:46.043416
Hutson,Quinn,RW,R,71,171,BOSTON UNIVERSITY,H-EAST,2002-01-01,Grand Haven,MI,USA,,177,2025-02-23T15:00:46.043416
Lamb,Brody,RW,R,73,165,Dodge County,HIGH-MN,2003-08-30,Rochester,MN,USA,,178,2025-02-23T15:00:46.043416
Benoit,Nate,D,L,72,190,Mount St. Charles,HIGH-RI,2002-11-26,Concord,NH,USA,,179,2025-02-23T15:00:46.043416
Boyd,Ben,LW,L,75,195,Charlottetown,QMJHL,2003-08-23,Halifax,NS,CAN,,180,2025-02-23T15:00:46.043416
Hache,Braden,D,L,75,212,Kingston,OHL,2003-05-21,Manchester,NH,USA,,181,2025-02-23T15:00:46.043416
McCallum,Landon,C,R,71,179,,,2003-09-05,Delhi,ON,CAN,,182,2025-02-23T15:00:46.043416
Robertson,Tucker,C,R,70,187,Peterborough,OHL,2003-06-22,Toronto,ON,CAN,,183,2025-02-23T15:00:46.043416
Roukounakis,Nick,LW,L,74,244,BOSTON UNIVERSITY,H-EAST,2003-09-08,Boston,MA,USA,,184,2025-02-23T15:00:46.043416
Davey,Paul,LW,L,74,181,BOSTON COLLEGE,H-EAST,2003-01-11,Stamford,CT,USA,,185,2025-02-23T15:00:46.043416
Gustafsson,Lukas,D,L,70,188,BOSTON COLLEGE,H-EAST,2002-12-16,Alpharetta,GA,USA,,186,2025-02-23T15:00:46.043416
Delay,Tim,C,R,73,179,BOSTON COLLEGE,H-EAST,2003-06-16,Boston,MA,USA,,187,2025-02-23T15:00:46.043416
Truchon,Charle,D,L,72,192,,,2003-03-07,Matane,QC,CAN,,188,2025-02-23T15:00:46.043416
Copponi,Matt,C,R,70,167,Merrimack,H-EAST,2003-06-04,Mansfield,MA,USA,,189,2025-02-23T15:00:46.043416
Stringer,Zack,LW,L,72,153,,,2003-04-10,Haiti,,,,190,2025-02-23T15:00:46.043416
Ginnell,Riley,LW,L,76,205,,,2002-10-09,Calgary,AB,CAN,,191,2025-02-23T15:00:46.043416
Evans,Ryker,D,L,71,189,Regina,WHL,2001-12-13,Calgary,AB,CAN,,192,2025-02-23T15:00:46.043416
Saganiuk,Colby,C,R,66,151,,,2003-02-05,Chicago,IL,USA,,193,2025-02-23T15:00:46.043416
Wilmer,Jeremy,LW,L,66,155,QUINNIPIAC,ECAC,2003-08-16,Rockville Centre,NY,USA,,194,2025-02-23T15:00:46.043416
Napier,Jacob,D,L,74,195,COLGATE,ECAC,2003-03-31,Buffalo,NY,USA,,195,2025-02-23T15:00:46.043416
Rubin,Tyler,D,L,69,156,PRINCETON,ECAC,2003-01-10,Boston,MA,USA,,196,2025-02-23T15:00:46.043416
Ritchie,Nolan,C,L,69,183,,,2002-05-27,Brandon,MB,CAN,,197,2025-02-23T15:00:46.043416
Peters,Ethan,D,R,74,177,,,2003-04-22,Regina,SK,CAN,,198,2025-02-23T15:00:46.043416
Batchelder,Carter,C,L,70,177,LAKE SUPERIOR,CCHA,2003-02-25,Savage,MN,USA,,199,2025-02-23T15:00:46.043416
Avon,Jon-Randall,C,L,72,180,LEHIGH VALLEY,AHL,2003-07-04,Peterborough,ON,CAN,,200,2025-02-23T15:00:46.043416
Ride,Declan,D,R,77,214,,,2003-03-01,Oakville,ON,CAN,,201,2025-02-23T15:00:46.043416
Mianscum,Israel,LW,L,73,198,,,2003-04-18,Chibougamou,QC,CAN,,202,2025-02-23T15:00:46.043416
Kurth,Connor,RW,R,71,207,Dubuque,USHL,2003-07-30,Elk River,MN,USA,,203,2025-02-23T15:00:46.043416
Diotte,Mikael,D,R,75,202,,,2003-04-10,Sainte-Julie,QC,CAN,,204,2025-02-23T15:00:46.043416
McGroarty,Matthew,C,R,71,172,QUINNIPIAC,ECAC,2003-01-30,Westport,CT,USA,,205,2025-02-23T15:00:46.043416
Boudreau,Marc,LW,L,74,186,,,2003-04-29,Toronto,ON,CAN,,206,2025-02-23T15:00:46.043416
Norcross,Billy,C,R,72,179,NORTHEASTERN,H-EAST,2003-03-16,Lynn,MA,USA,,207,2025-02-23T15:00:46.043416
Serdachny,Noah,C,R,72,176,AIC,AH,2003-03-09,Edmonton,AB,CAN,,208,2025-02-23T15:00:46.043416
Staring,Will,D,L,74,190,AIR FORCE,AH,2003-02-28,Springfield,VA,USA,,209,2025-02-23T15:00:46.043416
Murray,Owen,D,R,69,181,UMASS,H-EAST,2002-12-01,Decker,MB,CAN,,210,2025-02-23T15:00:46.043416
Martin,Jacob,D,R,72,186,,,2003-03-18,Eagle River,WI,USA,,211,2025-02-23T15:00:46.043416
Klassen,Gabriel,C,L,69,162,,,2003-06-30,Saskatoon,SK,CAN,,212,2025-02-23T15:00:46.043416
Dann,Nolan,LW,L,69,184,,,2003-05-21,Cambridge,ON,CAN,,213,2025-02-23T15:00:46.043416
Brunet,Frederic,D,L,74,176,Rimouski,QMJHL,2003-08-21,Gatineau,QC,CAN,,214,2025-02-23T15:00:46.043416
Lawrence,Kaleb,RW,L,78,220,Owen Sound,OHL,2003-01-10,Ottawa,ON,CAN,,215,2025-02-23T15:00:46.043416
King,Andrew,LW,L,71,168,BROWN,ECAC,2003-04-28,Saint Paul,MN,USA,,216,2025-02-23T15:00:46.043416
Roelens,Milo,C,L,78,215,,,2003-01-16,Roeselare,,BEL,,217,2025-02-23T15:00:46.043416
Pilote,Charles-Antoine,D,L,75,200,,,2003-01-07,Longueuil,QC,CAN,,218,2025-02-23T15:00:46.043416
Laroque,Gannon,D,R,74,197,Victoria,WHL,2003-08-20,Edmonton,AB,CAN,,219,2025-02-23T15:00:46.043416
Orloff,Evan,D,L,75,197,ST. LAWRENCE,ECAC,2003-03-09,Kensington,MD,USA,,220,2025-02-23T15:00:46.043416
Maillet,Jacob,C,R,72,195,,,2003-03-13,Hamilton,ON,CAN,,221,2025-02-23T15:00:46.043416
Robinson,Payton,D,R,74,194,,,2003-04-30,Burlington,ON,CAN,,222,2025-02-23T15:00:46.043416
Wanner,Maximus,D,R,75,183,Moose Jaw,WHL,2003-03-12,Estevan,SK,CAN,,223,2025-02-23T15:00:46.043416
Lemay,Joaquim,D,L,72,177,Salmon Arm,BCHL,2002-07-28,St-Pierre-les-Becquets,QC,CAN,,224,2025-02-23T15:00:46.043416
Bentham,Nolan,D,R,76,201,,,2003-06-12,Victoria,BC,CAN,,925,2025-02-23T15:00:46.043416
Brook,Jakob,RW,R,74,194,,,2002-03-15,Yorkton,SK,CAN,,926,2025-02-23T15:00:46.043416
Morrell,Logan,RW,R,74,196,,,2003-08-02,Mesa,AZ,USA,,927,2025-02-23T15:00:46.043416
Uchacz,Kai,C,R,74,194,HENDERSON,AHL,2003-06-24,Calgary,AB,CAN,,928,2025-02-23T15:00:46.043416
Seguin,Tyler,C,R,73,172,Plymouth,OHL,1992-01-31,Brampton,ON,CAN,2,1,2025-02-23T15:00:46.044932
Hall,Taylor,LW,L,72,185,Windsor,OHL,1991-11-14,Calgary,AB,CAN,1,2,2025-02-23T15:00:46.044932
Connolly,Brett,RW,R,75,198,Prince George,WHL,1992-05-02,Campbell River,BC,CAN,4,3,2025-02-23T15:00:46.044932
Gudbranson,Erik,D,R,76,205,Kingston,OHL,1992-01-07,Ottawa,ON,CAN,6,4,2025-02-23T15:00:46.044932
Fowler,Cam,D,L,73,190,Windsor,OHL,1991-12-05,Windsor,ON,CAN,3,5,2025-02-23T15:00:46.044932
Gormley,Brandon,D,L,74,198,Moncton,QMJHL,1992-02-18,Charlottetown,PE,CAN,8,6,2025-02-23T15:00:46.044932
Pysyk,Mark,D,R,74,182,Edmonton,WHL,1992-01-11,Edmonton,AB,CAN,9,7,2025-02-23T15:00:46.044932
Etem,Emerson,RW,L,73,195,Medicine Hat,WHL,1992-06-16,Long Beach,CA,USA,13,8,2025-02-23T15:00:46.044932
Forbort,Derek,D,L,76,198,USA U-18,USHL,1992-03-04,Duluth,MN,USA,11,9,2025-02-23T15:00:46.044932
Johansen,Ryan,C,R,74,192,Portland,WHL,1992-07-31,Vancouver,BC,CAN,16,10,2025-02-23T15:00:46.044932
Burmistrov,Alexander,C,L,73,187,Barrie,OHL,1991-10-21,Kazan,,RUS,7,11,2025-02-23T15:00:46.044932
Niederreiter,Nino,RW,L,74,216,Portland,WHL,1992-09-08,Chur,,CHE,14,12,2025-02-23T15:00:46.044932
Bjugstad,Nick,C,R,76,188,Blaine,HIGH-MN,1992-07-17,Minneapolis,MN,USA,12,13,2025-02-23T15:00:46.044932
Watson,Austin,RW,R,75,198,Peterborough,OHL,1992-01-13,Ann Arbor,MI,USA,25,14,2025-02-23T15:00:46.044932
McFarland,John,LW,R,72,192,Sudbury,OHL,1992-04-02,Richmond Hill,ON,CAN,10,15,2025-02-23T15:00:46.044932
Toffoli,Tyler,C,R,72,181,Ottawa,OHL,1992-04-24,Toronto,ON,CAN,22,16,2025-02-23T15:00:46.044932
McIlrath,Dylan,D,R,76,212,Moose Jaw,WHL,1992-04-20,Winnipeg,MB,CAN,27,17,2025-02-23T15:00:46.044932
Pitlick,Tyler,C,R,74,193,Minnesota State,WCHA,1991-11-01,Minneapolis,MN,USA,21,18,2025-02-23T15:00:46.044932
Howden,Quinton,C,L,74,182,Moose Jaw,WHL,1992-01-21,Winnipeg,MB,CAN,29,19,2025-02-23T15:00:46.044932
Galiev,Stanislav,RW,R,73,196,Saint John,QMJHL,1992-01-17,Moscow,,RUS,23,20,2025-02-23T15:00:46.044932
Merrill,Jonathon,D,L,75,198,USA U-18,USHL,1992-02-03,Oklahoma City,OK,USA,20,21,2025-02-23T15:00:46.044932
Sheahan,Riley,C,L,74,202,U. of Notre Dame,CCHA,1991-12-07,St. Catherines,ON,CAN,5,22,2025-02-23T15:00:46.044932
Straka,Petr,LW,L,72,195,Rimouski,QMJHL,1992-06-15,Plzen,,CZE,33,23,2025-02-23T15:00:46.044932
Coyle,Charlie,RW,R,74,202,South Shore,EJHL,1992-03-02,E. Weymouth,MA,USA,19,24,2025-02-23T15:00:46.044932
Nelson,Brock,C,L,74,205,Warroad,HIGH-MN,1991-10-15,Minneapolis,MN,USA,17,25,2025-02-23T15:00:46.044932
Hayes,Kevin,RW,L,74,201,Nobles,HIGH-MA,1992-05-08,Boston,MA,USA,18,26,2025-02-23T15:00:46.044932
Martindale,Ryan,C,L,76,204,Ottawa,OHL,1991-10-27,Oshawa,ON,CAN,24,27,2025-02-23T15:00:46.044932
Schwartz,Jaden,C,L,70,180,Tri-City,USHL,1992-06-25,Melfort,SK,CAN,41,28,2025-02-23T15:00:46.044932
Petrovic,Alexander,D,R,76,200,Red Deer,WHL,1992-03-03,Edmonton,AB,CAN,34,29,2025-02-23T15:00:46.044932
Weal,Jordan,C,R,70,178,Regina,WHL,1992-04-15,Saskatoon,SK,CAN,45,30,2025-02-23T15:00:46.044932
Kabanov,Kirill,LW,R,74,202,Moncton,QMJHL,1992-07-16,Moscow,,RUS,15,31,2025-02-23T15:00:46.044932
Bennett,Beau,RW,R,72,173,Penticton,BCHL,1991-11-27,Gardena,CA,USA,48,32,2025-02-23T15:00:46.044932
Telegin,Ivan,LW,L,76,211,Saginaw,OHL,1992-02-28,Novokyzneck,,RUS,26,33,2025-02-23T15:00:46.044932
Skinner,Jeff,C,L,70,197,Kitchener,OHL,1992-05-16,Markham,ON,CAN,47,34,2025-02-23T15:00:46.044932
Johns,Stephen,D,R,75,215,USA U-18,USHL,1992-04-18,Ellwood City,PA,USA,,35,2025-02-23T15:00:46.044932
Arnold,Bill,C,R,72,218,USA U-18,USHL,1992-05-13,Boston,MA,USA,30,36,2025-02-23T15:00:46.044932
Alt,Mark,D,R,75,199,Cretin Derham Hall H.S.,HIGH-MN,1991-10-18,Kansas City,MO,USA,37,37,2025-02-23T15:00:46.044932
Tinordi,Jarred,D,L,78,213,USA U-18,USHL,1992-02-20,Millersville,MD,USA,42,38,2025-02-23T15:00:46.044932
Spooner,Ryan,C,L,72,198,Peterborough,OHL,1992-01-30,Ottawa,ON,CAN,38,39,2025-02-23T15:00:46.044932
